word1, word2, weight
cheesy, swiss, 1
enchilada, cheese, 4
referendum, dream, 1
lens, light, 1
yoghurt, cheese, 2
sleepless, dream, 1
day, lifetime, 1
winey, cheese, 2
planners, party, 5
dimension, party, 1
stopped, break, 1
dominos, day, 1
imagining, dream, 2
losers, sore, 3
wednesday, day, 11
nomination, party, 1
xenon, light, 8
fringe, political, 1
fried, cheese, 1
anticipated, cheese, 1
buttercup, cake, 1
balding, spot, 2
pacifist, loser, 1
political, shit, 3
diode, light, 7
jawbreaker, break, 1
redness, cheese, 1
sockets, light, 6
taboo, break, 1
kart, party, 1
communists, party, 5
partying, party, 1
lateral, line, 6
t, party, 1
awoken, dream, 1
unloaded, light, 1
lamer, loser, 9
ligh, light, 14
subversive, political, 1
weirdo, loser, 2
procession, line, 2
jonny, cake, 3
tonsilitis, throat, 7
recoup, party, 1
path, light, 3
magnificent, light, 1
piolt, light, 1
evening, day, 8
decompose, break, 1
samich, cheese, 2
weekends, party, 9
loser, weiner, 1
wizz, cheese, 2
break, fall, 1
drying, line, 1
assembled, party, 1
nosie, party, 1
cumbucket, sore, 1
party, partay, 1
ranchero, light, 1
political, action, 2
democrat, party, 4
sphincter, throat, 2
coffe, cake, 2
goal, dream, 3
torque, swiss, 1
declination, line, 1
indecent, break, 1
demonstration, political, 1
cranberry, cake, 1
disco, light, 2
mercedes, swiss, 1
cheat, loser, 1
place, spot, 1
neutrality, swiss, 7
giovanni, cheese, 1
gervais, cheese, 1
pj, party, 5
sore, president, 1
ornery, cheese, 1
swiss, chocolate, 4
arti, party, 1
sortie, party, 1
journals, day, 1
seuss, swiss, 1
litter, light, 2
imperial, break, 1
dios, day, 2
day, thursday, 1
nuit, day, 1
frivolous, cake, 1
fake, cake, 1
suss, swiss, 1
grannies, cake, 1
jumbalaya, party, 1
work, break, 1
coworker, loser, 1
hopeless, loser, 1
light, sabre, 1
att, break, 1
stakes, cheese, 1
operative, political, 1
roma, cheese, 2
crystal, light, 3
luau, loser, 1
endotoxin, dream, 1
robotic, cheese, 1
light, darkness, 5
irene, loser, 1
mormon, loser, 1
dangerously, cheese, 1
political, election, 2
reattach, break, 1
suprise, paryt, 1
topper, cake, 15
burgle, throat, 1
shugar, cake, 1
de, light, 1
fatman, loser, 1
spot, treat, 1
successor, loser, 1
foods, cheese, 2
flicker, light, 16
choclate, cake, 11
scone, cheese, 2
drizzle, cake, 2
norwegians, swiss, 1
bewilder, suprise, 1
stairwell, light, 1
cake, music, 1
aglow, light, 3
cornbread, cake, 1
hero, cake, 1
traders, day, 3
romana, cheese, 7
angina, throat, 2
differential, spot, 1
heckle, loser, 1
democrats, party, 4
gretel, cake, 1
obedience, loser, 1
pundit, political, 4
cubs, loser, 1
mixers, party, 1
advice, line, 1
activist, party, 2
political, animal, 2
mini, cake, 1
illumination, light, 36
waster, loser, 2
glare, cheese, 1
philia, cheese, 2
extinguish, light, 1
day, weeks, 1
donnor, party, 1
bred, cheese, 1
prisoner, break, 1
deejay, party, 3
brightly, light, 7
begging, loser, 1
spreads, cheese, 3
tracheotomy, throat, 21
hoist, cheese, 1
ambient, light, 19
contrast, light, 3
cramping, sore, 1
dob, spot, 2
happiest, day, 3
halogen, light, 21
grams, light, 1
johann, swiss, 1
froggy, throat, 4
imported, cheese, 3
yokel, loser, 1
light, miller, 1
lovey, day, 4
party, drugs, 1
pippin, loser, 1
dormitory, party, 1
jerkoff, loser, 1
strawberry, cheese, 1
bamberg, cheese, 1
uninvited, party, 8
carlin, loser, 1
teachers, cheese, 1
tether, line, 2
alka, line, 8
sweetest, cake, 1
friday, day, 7
holland, cheese, 3
monochrome, light, 1
japanese, cheese, 1
luminary, light, 24
siamese, dream, 2
political, dispute, 1
toasted, cheese, 6
lining, dream, 1
unmarried, loser, 1
flourescent, light, 25
endorsement, political, 1
sieze, day, 5
backup, light, 1
v, day, 4
cards, party, 1
dominating, party, 1
krunk, party, 1
bobbing, throat, 1
democratic, loser, 1
morgan, light, 1
switches, light, 29
dairylea, cheese, 11
there, sore, 1
helvetica, cheese, 3
brights, light, 7
pit, party, 1
eureka, light, 1
cottage, duck, 1
broker, loser, 1
beginer, loser, 1
fri, day, 32
chirstmas, party, 1
dmv, line, 6
sucka, loser, 8
crumbling, cheese, 3
dwight, light, 1
ros, sore, 1
agenda, political, 7
raving, party, 5
dreamboat, dream, 2
parallel, line, 12
constipate, cheese, 2
hannover, dream, 1
throat, choke, 3
indoors, light, 2
leopard, spot, 4
erased, line, 1
mould, cheese, 5
cake, butter, 1
change, political, 1
holed, cheese, 2
penknife, swiss, 5
sixpence, cake, 1
cottage, cotton, 2
bees, cheese, 1
hit, break, 1
raisins, cake, 1
yesterday, day, 2
sore, hurting, 1
hiatus, break, 30
crutches, break, 1
clubbed, party, 1
penatrate, break, 1
wingdings, party, 2
enoch, light, 4
rubbery, cheese, 2
disqualified, loser, 6
patti, cake, 16
wallflower, loser, 1
hogs, day, 2
flouride, cake, 1
lewinski, spot, 1
surprising, light, 1
deadbeat, loser, 9
cake, brownie, 2
envision, dream, 3
cottage, grove, 3
baloons, party, 11
irony, loser, 1
losses, loser, 3
sissy, loser, 1
break, smash, 4
manufacture, break, 1
mice, cheese, 9
bongs, party, 1
patty, party, 2
political, geographical, 1
pinpoint, spot, 5
nut, cake, 1
buritto, cheese, 2
firing, line, 5
ors, sore, 1
function, party, 4
cheese, awesome, 1
queued, line, 13
pilgrim, loser, 1
permeable, break, 1
mid, day, 13
boarder, line, 6
matter, light, 1
dashing, line, 1
glowstick, light, 6
switched, light, 1
socialize, party, 11
photosynthesis, light, 3
friendless, loser, 3
mon, cheese, 1
releasing, cheese, 1
blunder, loser, 1
hoser, loser, 3
infrared, light, 18
nips, cheese, 4
sequence, line, 3
wisher, loser, 1
quaint, cottage, 5
grater, cheese, 53
snooty, loser, 1
cater, party, 1
hoy, day, 2
packed, cheese, 1
reels, line, 1
millepedes, cheese, 1
guided, light, 3
pt, party, 1
invited, party, 45
flem, cake, 1
roxanne, light, 1
saber, light, 46
bragger, loser, 2
pitty, party, 16
exhuberant, cheese, 1
cheese, milk, 7
requiem, break, 1
deals, break, 1
secretary, day, 1
chile, cheese, 1
theme, dream, 1
weiss, swiss, 3
supplies, cheese, 1
garotte, throat, 1
fatty, cheese, 2
spot, big, 1
ambi, light, 1
gagging, throat, 3
snoozer, loser, 6
urinate, cake, 1
line, chair, 1
fibre, light, 1
glimmer, light, 7
murderers, dream, 1
spotter, spot, 2
swirls, cake, 2
squads, cheese, 1
wear, cheese, 1
lonely, party, 1
loser, percieved, 1
tarts, cake, 5
midsummer, dream, 9
sore, ore, 1
donar, party, 2
lux, light, 19
underload, light, 5
hopping, party, 2
staircase, cheese, 1
paragraph, line, 3
shelly, cottage, 1
spicey, cheese, 1
error, cake, 1
blackout, light, 4
plop, cake, 1
ordering, cheese, 1
spot, you, 1
courts, loser, 1
oozy, cheese, 1
cowell, loser, 1
deftly, light, 1
disco, party, 10
eleventh, day, 9
bakers, cake, 9
cupcakes, cake, 11
heineken, party, 1
annual, party, 5
loser, chooser, 1
egghead, break, 1
quited, loser, 1
break, even, 1
toastmasters, cheese, 2
cate, cake, 3
blemish, spot, 12
induction, day, 2
yummmm, cake, 1
streaks, light, 1
wheezer, loser, 1
offensive, line, 2
dividing, line, 7
bonded, break, 1
enterance, break, 1
handshake, line, 1
blindfold, suprise, 1
frances, cheese, 1
guevara, cheese, 1
discontinued, line, 4
blows, cheese, 1
quebec, loser, 1
unload, light, 1
monterey, cheese, 9
rigger, line, 1
reeses, break, 1
madeleine, cake, 2
party, wasted, 1
light, fast, 1
political, obama, 3
partier, party, 7
parcheesi, cheese, 7
sore, wushu, 1
listing, cheese, 1
gamble, loser, 2
external, light, 1
lasagne, cheese, 7
vault, break, 1
deconstruction, break, 1
disjoint, break, 7
sweden, cheese, 4
bronchitis, throat, 4
loise, loser, 1
leading, light, 1
roswell, cake, 1
grooves, line, 1
lols, loser, 1
branch, line, 4
clerasil, spot, 1
ludens, throat, 1
poppy, day, 1
sick, day, 3
schmiss, swiss, 4
toothpick, break, 1
flowery, cake, 1
chocolat, cake, 7
line, wait, 2
drinkin, party, 1
breeze, light, 1
bush, loser, 2
bugger, cheese, 1
cheeze, cheese, 19
limits, break, 1
break, advert, 1
halftime, break, 4
ions, party, 1
cool, day, 1
semester, party, 1
definite, loser, 1
chez, cheese, 2
historic, day, 2
johny, cake, 3
gasping, break, 1
caco, cake, 3
scumbag, loser, 6
volunteer, loser, 1
canberra, cheese, 1
presidents, day, 4
vision, light, 1
bremen, cheese, 1
timesplitter, cheese, 1
retrospective, dream, 1
brighten, light, 22
promise, break, 6
faulty, line, 2
loser, haha, 1
mices, cheese, 2
sore, ake, 1
booyah, party, 1
truffle, cake, 4
risk, cake, 1
frats, party, 1
queues, line, 6
lightbulbs, light, 7
rectangles, line, 1
market, day, 2
bega, cheese, 1
unlucky, loser, 1
overruled, loser, 2
outcast, loser, 3
enviornment, cheese, 1
gargle, throat, 6
intrude, break, 1
millers, light, 2
packer, cheese, 2
darker, light, 2
throughout, throat, 1
bollock, sore, 1
treehugger, loser, 1
intervene, break, 1
brea, break, 1
pointe, break, 1
lousie, loser, 2
hosting, party, 13
dirtbag, loser, 1
cheque, line, 1
bafoon, loser, 1
hacksaw, break, 1
beefy, cheese, 1
someday, dream, 3
delights, cake, 1
grind, cheese, 1
roses, loser, 1
chirstmas, day, 2
spak, spot, 1
web, light, 1
meridian, line, 11
cleese, cheese, 12
plans, day, 1
forgetters, loser, 1
genial, loser, 1
hora, day, 1
line, whose, 1
winer, loser, 10
underscore, line, 8
molded, cheese, 3
phlem, throat, 2
ge, light, 3
oppressed, light, 1
dark, day, 1
eternal, light, 1
paladin, loser, 1
eminem, loser, 1
waiting, line, 6
onions, cheese, 2
mme, cheese, 1
vercetti, cheese, 1
got, spot, 1
bri, cheese, 15
dissapointing, cheese, 1
emit, light, 20
finest, cheese, 1
uphold, break, 2
rotton, cheese, 1
bologna, cheese, 5
blustery, day, 5
boozer, loser, 9
conker, sore, 2
shred, break, 1
gree, cheese, 2
baka, cake, 2
pupil, loser, 1
air, light, 1
spacious, light, 1
party, titties, 1
bunker, cheese, 1
crumpled, cake, 1
bolognaise, cheese, 2
ferret, party, 1
caketown, cake, 1
yuppi, loser, 2
chromatograph, light, 1
biscuits, cake, 2
shredded, cheese, 25
tans, cake, 1
play, cheese, 1
exsquisite, cake, 1
ummmmmm, cake, 1
mons, day, 1
daylight, day, 2
line, walk, 4
plywood, break, 1
fantasia, dream, 4
shred, cheese, 6
cake, bukkake, 1
irritated, sore, 3
lashed, sore, 1
depressent, loser, 1
parsec, light, 4
break, summer, 1
novice, loser, 2
political, conviction, 1
woot, cake, 1
chester, cheese, 5
quited, dream, 1
leased, line, 3
fooled, loser, 1
premonition, dream, 11
we, party, 1
tangent, line, 10
urkle, cheese, 1
serene, light, 1
cupcake, cake, 8
halls, party, 2
aspartame, light, 1
tonsils, throat, 17
dream, green, 1
pixar, light, 1
thereafter, day, 1
dome, light, 2
ide, day, 1
decorative, party, 1
line, dotted, 1
burrito, cheese, 2
chedar, cheese, 1
cant, loser, 1
gamerz, loser, 1
underdressed, party, 4
shoppers, dream, 1
morsel, cheese, 1
beckon, light, 3
libertarians, party, 3
mouses, cheese, 1
lorax, throat, 5
canyon, cake, 1
hunks, cheese, 2
aurea, light, 3
bigmac, cheese, 2
ark, party, 1
optical, light, 2
krane, break, 1
crumbling, cake, 2
life, line, 1
backache, sore, 3
crashers, party, 15
swiss, mister, 1
pinpoint, light, 3
sliced, cheese, 9
custard, cake, 3
jerk, loser, 1
tiramisu, cake, 11
simple, cake, 1
favourite, cheese, 1
chaney, political, 1
line, outside, 1
cedar, cottage, 1
sandwhich, cheese, 3
durable, break, 1
hottest, day, 2
dateline, line, 1
broccolli, cheese, 4
sabot, day, 1
ouchy, sore, 11
pleasantville, suprise, 1
light, kun, 1
curve, line, 5
happenin, party, 2
suprise, part, 1
bronchitis, sore, 1
tasteful, cheese, 1
pikey, party, 1
emails, cheese, 1
colby, cheese, 29
light, switch, 6
pajamas, day, 2
sleepwalking, dream, 4
wavey, line, 4
ressurection, day, 1
dividing, light, 1
realize, dream, 2
winn, loser, 1
wishbone, break, 2
cheeses, swiss, 5
subordinate, loser, 1
mmmmmmmmm, cheese, 1
puffy, cheese, 2
aggrieved, party, 2
throat, cancer, 10
chocolatey, cake, 2
processor, cheese, 2
day, camp, 1
prizm, party, 1
detailed, line, 1
carbunkle, cheese, 1
startreck, loser, 1
bluebirds, cake, 1
reimagine, dream, 2
enticing, cake, 2
crybaby, loser, 2
edge, line, 1
construct, break, 1
ohm, light, 1
proviso, cheese, 2
deteriorate, break, 3
pizzas, cheese, 4
pompous, loser, 1
sore, thoart, 1
zurich, swiss, 3
brought, cake, 1
confection, party, 1
deviate, line, 1
wattage, cottage, 3
telepathy, dream, 1
occuring, dream, 2
ambivalence, loser, 1
manna, loser, 1
sensor, light, 6
cliton, loser, 1
corrs, light, 3
traitor, loser, 1
swiss, watch, 5
pore, sore, 2
addictions, cake, 1
illumination, party, 1
sanction, political, 1
saddles, sore, 1
edging, break, 1
elite, light, 1
sweats, cake, 1
plight, swiss, 1
wazoo, cheese, 1
horseradish, cheese, 1
trajectory, line, 1
reese, cheese, 4
glares, light, 2
political, censorship, 1
break, smashy, 1
carrots, cheese, 1
trippin, day, 3
light, lamps, 1
inky, spot, 2
serviette, cake, 1
dreamt, dream, 6
crashers, cheese, 1
highlight, spot, 1
gluteus, sore, 1
tightly, spot, 1
ghey, day, 1
setup, break, 1
crier, loser, 1
teufel, cake, 1
raspy, throat, 2
brightest, light, 8
morning, light, 2
hyde, light, 1
parking, spot, 6
diaria, day, 1
bone, break, 2
racoon, spot, 1
macs, cheese, 4
shortening, cake, 5
blemish, sore, 2
judith, light, 10
forma, line, 1
throttled, break, 1
wasteful, loser, 1
nightly, day, 5
gorgon, cheese, 3
swiss, choclate, 1
nighttime, light, 1
gigawatt, light, 2
azul, light, 1
nibbler, cheese, 1
sophisticated, cheese, 1
feast, party, 2
geer, cheese, 1
champ, loser, 6
kermet, cheese, 1
starbright, light, 3
fuentes, cheese, 1
surgery, day, 1
eric, loser, 1
ticket, line, 2
line, pencil, 2
timeout, break, 7
cake, cherry, 1
guiding, light, 39
scanner, light, 3
politician, political, 1
athelete, loser, 1
fashionista, loser, 1
dependant, loser, 1
backdoor, party, 1
jambalaya, party, 1
spatula, cake, 5
oddball, loser, 1
fennel, cake, 2
midsummer, day, 1
tear, line, 1
retard, loser, 1
vegitarian, loser, 2
fuckoff, loser, 2
hoped, dream, 2
cheezburger, cheese, 5
bamboozled, light, 1
craptastic, day, 1
saddest, day, 5
royale, cheese, 3
ing, dream, 1
parallelogram, line, 1
ablaze, light, 1
gangsta, loser, 1
believe, dream, 5
emmigrant, loser, 1
superbowl, party, 6
brilliance, light, 6
cheetohs, cheese, 1
blurb, spot, 1
projection, light, 2
vibe, party, 2
tadaa, suprise, 1
vishnu, dream, 1
humiliated, loser, 1
cameras, light, 1
applesauce, cheese, 2
oblique, line, 2
break, yay, 1
limitless, line, 1
buddha, light, 1
weird, day, 1
wimpy, loser, 1
clearer, light, 1
blue, cheese, 1
che, cheese, 3
vertex, line, 1
raves, party, 23
swiss, me, 1
vandal, light, 1
activists, political, 5
campers, day, 1
mando, line, 2
incomplete, cheese, 1
curvature, line, 1
emo, loser, 2
kegs, party, 2
coolers, light, 1
terrible, day, 5
cottage, home, 8
rash, sore, 3
blank, spot, 1
brussel, cheese, 1
wrap, line, 1
speed, light, 6
messageboard, cheese, 1
possible, dream, 1
wrist, break, 3
romano, cheese, 20
wholy, party, 1
party, balloons, 2
electro, light, 3
nightie, party, 1
trekkie, loser, 3
homemade, cheese, 1
photographer, light, 1
summers, day, 4
rocknroll, party, 4
jubilant, party, 2
underscored, line, 2
righttime, day, 1
finesse, cheese, 1
marlboro, light, 6
berger, cheese, 2
shizzle, cheese, 1
barbers, cake, 1
rams, cheese, 1
throat, pastille, 1
moldy, cheese, 17
timeout, loser, 1
line, draw, 7
fae, day, 1
reak, break, 1
light, illuminate, 1
demolished, break, 1
weeeeee, cheese, 1
fruits, cake, 1
ch, cheese, 8
indicator, light, 8
politics, political, 3
hosted, party, 15
foreigner, cheese, 1
crumpet, cake, 3
kanga, line, 1
cascada, cake, 1
aftermath, party, 1
maybe, line, 1
scone, cake, 2
metalhead, loser, 1
blu, cheese, 6
nightfall, party, 1
triumphant, loser, 1
currys, cheese, 1
cottage, cheeeeeese, 1
line, bottom, 1
champange, cheese, 1
socialising, party, 8
political, dull, 1
upcoming, day, 2
bruise, sore, 6
vicks, cheese, 1
woodstock, party, 3
bopper, loser, 1
toothpick, cake, 2
swallows, throat, 3
planners, day, 4
realm, dream, 4
neo, light, 3
division, day, 2
dawn, day, 8
curdle, cheese, 6
day, to, 2
refine, line, 1
gateau, cake, 14
cake, crumb, 1
indefinite, cheese, 1
line, border, 1
dreamed, day, 1
taut, line, 1
bonehead, loser, 1
matchstick, light, 4
evenings, party, 1
break, stop, 2
light, saber, 1
talentless, cheese, 1
metabolism, break, 1
loser, cock, 1
foggy, light, 2
omnipresent, cheese, 1
sammich, cheese, 2
nineteenth, day, 1
along, line, 1
hostess, party, 6
normal, day, 1
yogurt, cheese, 2
dommer, party, 1
bithday, party, 1
mystique, cheese, 1
christal, party, 1
tailgate, party, 25
cheers, cheese, 1
political, anarchy, 1
barf, throat, 1
generator, light, 1
lozenges, throat, 27
tenderness, sore, 1
electrician, loser, 1
eczema, sore, 1
krum, cake, 2
popcorn, cake, 1
stoke, party, 1
interuption, break, 3
bday, party, 4
bedroom, light, 1
shmoe, loser, 1
painful, sore, 4
snags, line, 1
afire, light, 5
meatsauce, cake, 1
wreck, break, 3
birthdays, party, 16
political, whiny, 1
looting, break, 1
socialise, party, 5
preceding, line, 1
brinkly, light, 1
tonga, party, 2
party, ball, 1
producer, loser, 1
swissair, swiss, 2
underwater, light, 1
fete, cheese, 12
aches, sore, 2
cheese, eat, 2
airy, cheese, 1
eventful, day, 7
realization, dream, 1
suprise, shit, 1
loitering, loser, 2
swedish, swiss, 1
andy, cheese, 1
tiere, cake, 2
ankles, break, 3
ricola, swiss, 6
laughable, loser, 1
decorating, cake, 8
bukkake, cake, 6
congratulations, party, 4
spellcheck, loser, 1
require, dream, 1
cake, wedding, 5
wildest, party, 1
tophat, loser, 1
falseman, loser, 1
joking, party, 1
tuesday, day, 5
bitchin, day, 1
flick, light, 2
feted, party, 3
falter, break, 1
softwood, break, 1
weavers, dream, 5
parent, loser, 1
pseudo, cheese, 1
urinals, cake, 2
speller, loser, 1
kegger, party, 15
colony, swiss, 2
democracy, party, 1
masticated, cake, 1
angelic, cake, 1
elephants, dream, 1
vegan, loser, 1
forceful, break, 1
point, spot, 1
itches, sore, 1
chapped, sore, 2
casbah, party, 1
corona, light, 5
warts, spot, 1
begining, line, 1
dorito, cheese, 1
lowlight, loser, 1
jamboree, party, 4
equilibrium, light, 1
bursting, spot, 1
demolisher, break, 1
dream, sickle, 1
marty, party, 5
stoll, light, 1
alp, swiss, 4
with, cheese, 1
relax, break, 1
pauses, break, 1
cedar, cheese, 3
beforemath, dream, 1
diaphragm, throat, 1
centre, line, 1
habbit, break, 1
blemishes, spot, 1
recreation, party, 1
celibate, party, 2
sore, soar, 2
retro, party, 1
underachieved, loser, 6
norfolk, line, 1
txting, loser, 1
progress, party, 1
doodah, day, 9
reoccuring, dream, 6
luckless, loser, 2
interviewer, cheese, 1
manger, cheese, 1
aware, light, 1
luxemburg, cheese, 2
cheese, holes, 1
streamer, party, 15
kneecap, break, 2
sheesh, cheese, 1
suprise, oh, 1
typist, loser, 1
geoffrey, loser, 1
barfed, party, 1
huddle, break, 1
aj, loser, 1
creep, loser, 3
owners, loser, 1
warm, day, 1
gingerly, light, 1
airliner, line, 1
happily, cake, 1
lab, cake, 1
guitarist, cake, 1
levels, cake, 1
weaves, dream, 1
terrorist, political, 1
filling, cake, 4
birthdate, cake, 3
camps, cottage, 1
luminous, light, 23
avocado, cheese, 1
lucidity, dream, 6
blinded, light, 24
brunch, cake, 1
proms, party, 1
movable, light, 1
line, thin, 1
speckled, spot, 1
pantie, line, 4
pizz, loser, 1
political, blair, 2
soze, sore, 1
silenced, cheese, 1
any, day, 3
sandra, day, 2
see, spot, 3
stollen, cake, 1
toppings, cheese, 1
hasta, party, 1
sore, vagina, 1
party, cake, 2
party, cake, 2
real, dream, 1
directional, light, 1
dj, loser, 2
underline, line, 4
nelsons, cheese, 1
bilious, throat, 1
fonzi, loser, 1
adrian, loser, 1
old, cheese, 1
playtime, break, 4
darwinism, loser, 1
rasp, throat, 1
battleships, loser, 1
realms, dream, 1
crumbles, cake, 5
flaw, break, 1
dream, dark, 1
blondie, cake, 1
stake, cake, 1
flyers, party, 2
whitehead, spot, 3
konga, cheese, 1
throat, kill, 1
cake, antoinette, 1
yodle, swiss, 5
brake, break, 7
headed, light, 4
prisons, break, 4
divots, spot, 1
squiggles, line, 2
shortbread, cake, 5
boyscout, loser, 1
fifteenth, day, 5
camel, light, 1
flashes, light, 7
radiate, light, 8
detachable, break, 1
nightie, light, 1
sleepytime, dream, 1
string, line, 4
childhood, cake, 1
university, party, 2
bsg, cheese, 1
chasms, cake, 1
garbonzo, cheese, 3
seventeenth, day, 3
candlelight, light, 3
phili, cheese, 5
sleeper, dream, 1
psychiatrist, loser, 1
piebald, cake, 1
coating, cake, 2
makes, cake, 7
dependance, day, 4
konga, line, 1
debauchery, party, 2
kurds, cheese, 3
cottage, logs, 1
scabby, spot, 1
teacups, break, 1
gloaming, light, 1
neck, line, 1
candidate, political, 6
hooligans, party, 2
frenchy, loser, 1
hallway, light, 2
protestant, loser, 1
cheek, cheese, 1
cancun, party, 2
prayer, day, 1
lapse, break, 1
clubbin, party, 3
nodules, throat, 1
outcasts, loser, 1
transparency, light, 2
glimpse, spot, 1
appears, dream, 1
dramatica, dream, 1
prevail, loser, 1
matchsticks, light, 3
spot, mark, 3
traditional, cottage, 2
sellout, loser, 1
daytime, break, 1
candlebox, light, 1
biatch, loser, 1
milwaukee, light, 1
weaves, cheese, 1
bday, cake, 3
itchy, spot, 1
sleepover, party, 20
recurring, dream, 22
oven, cake, 3
platter, cake, 1
mate, day, 1
political, ralley, 1
looter, loser, 1
deo, light, 1
loser, failure, 2
hellish, cake, 1
glazing, cake, 3
chafing, sore, 3
unlucky, break, 1
olympia, light, 1
spackle, light, 1
tangential, line, 4
valintine, day, 1
gad, day, 1
charlotte, cake, 2
crunch, cake, 1
packers, cheese, 3
care, day, 3
mardi, party, 2
door, light, 1
dashed, line, 3
broke, break, 3
stinging, sore, 1
contestant, loser, 3
planer, day, 3
radiant, light, 3
line, sand, 1
gesundheit, light, 1
hitler, loser, 1
straighten, line, 9
enthralled, dream, 1
cyst, sore, 3
milligram, light, 1
fulfilled, dream, 4
nani, cheese, 1
cankle, sore, 7
sore, eye, 4
breadstick, cheese, 1
pots, break, 2
opa, cheese, 1
dancers, line, 1
diem, day, 7
quesadillas, cheese, 7
dying, light, 3
pata, cake, 1
swingers, party, 2
saddled, sore, 1
lush, party, 1
squib, loser, 1
elevators, line, 1
butts, cake, 1
printers, break, 1
grandfathers, day, 1
cheez, cheese, 6
helluva, cheese, 1
decoration, day, 2
borse, cheese, 1
paler, light, 1
pounder, cake, 1
competitive, loser, 1
poopers, party, 9
bunton, cake, 1
dooming, day, 3
oven, light, 2
underdone, cake, 2
strained, break, 1
putz, loser, 2
morrisette, cheese, 1
touches, light, 2
wingding, party, 8
threat, throat, 1
trotter, day, 1
hardy, party, 2
begone, spot, 2
meatball, cheese, 3
frollic, party, 1
imaginable, dream, 2
rejecting, loser, 2
activist, political, 13
intellegent, loser, 1
gams, light, 1
academy, dream, 2
caulkin, party, 1
tycoon, loser, 1
ritz, cheese, 2
horizons, line, 1
quits, loser, 4
ricola, throat, 2
ibiza, party, 11
horrifying, dream, 2
rudy, loser, 1
hahaha, loser, 1
tram, line, 3
solei, light, 1
burdensome, light, 2
expires, cheese, 1
luminescence, light, 19
failing, loser, 1
gut, dream, 1
boston, spot, 1
promo, party, 1
falter, line, 1
clearing, throat, 3
degenerate, loser, 5
puppet, cake, 1
spacecraft, cheese, 1
lifelong, dream, 12
greeny, party, 1
scrapbook, loser, 1
fissure, break, 3
chromophores, light, 1
fatigued, sore, 1
doughy, cheese, 1
deluca, light, 1
velveeta, cheese, 32
sells, cake, 1
heisenburg, cheese, 1
insomniac, dream, 1
celebrated, party, 9
bimbo, cake, 1
feted, cheese, 5
fluminense, light, 1
line, bee, 1
gould, cheese, 1
presidential, party, 1
cools, light, 1
political, appointment, 1
mocha, swiss, 1
glycemic, light, 1
dreamers, dream, 3
electrical, light, 3
upheaval, political, 2
pastel, cake, 5
macy, day, 3
meese, cheese, 4
horses, dream, 1
clubber, party, 3
starwars, loser, 1
dug, cheese, 1
phosphor, light, 1
sundial, light, 3
exactness, line, 1
chive, cheese, 6
girlzone, party, 1
buttsex, suprise, 1
straightness, line, 10
malta, party, 1
dish, break, 1
newb, loser, 2
cantankerous, sore, 2
beerfest, party, 3
regatta, cheese, 8
dreamy, dream, 5
fetta, cheese, 52
hooplah, party, 1
wussy, loser, 1
winners, loser, 5
grill, cheese, 8
ferdinand, swiss, 1
hour, break, 1
taunted, loser, 1
delineate, line, 4
spoof, cheese, 1
gracious, loser, 1
neu, day, 1
loser, still, 1
skating, party, 1
vixen, party, 1
milt, cheese, 1
fluff, dream, 1
yummmm, cheese, 1
swiss, train, 1
strikethrough, break, 1
whose, line, 13
curls, cheese, 2
taxing, day, 1
police, line, 1
dream, death, 1
retired, dream, 2
coughing, throat, 1
omelet, cheese, 3
inability, loser, 1
natrium, light, 1
asymptote, line, 1
cosmopolitan, party, 1
pact, break, 1
traveling, light, 5
guideline, line, 1
half, cake, 2
wonderful, cheese, 1
throat, tongue, 3
sleepover, dream, 1
invented, party, 1
terrifying, cake, 1
awakens, dream, 1
prozac, party, 1
pai, cake, 1
bayeaux, cake, 1
clubbers, party, 3
tacos, cheese, 2
break, relax, 2
manhunter, dream, 1
infantry, light, 1
justice, dream, 1
loser, lameface, 1
raspberry, cake, 1
crum, cake, 2
suprise, excite, 1
netherland, swiss, 1
readiness, loser, 1
busting, break, 1
eventful, party, 1
chuckie, cheese, 22
comercials, break, 1
trips, day, 2
urkel, loser, 1
baton, cheese, 1
wake, dream, 1
bbq, party, 1
hypocrite, loser, 2
festiva, party, 8
brogue, cheese, 1
nib, cheese, 1
torte, cake, 6
thinness, party, 1
thrombosis, throat, 1
putout, loser, 1
gaming, party, 1
bacteria, cheese, 1
break, hide, 1
lae, line, 1
notary, light, 1
yearly, day, 2
trio, cheese, 1
crabby, cake, 4
greencard, dream, 1
greeny, light, 1
blat, spot, 2
yeeah, party, 2
crumbles, cheese, 3
washing, day, 1
moonrise, light, 2
blinkie, light, 4
visible, sore, 1
missionary, loser, 1
day, now, 1
gimme, cheese, 1
aaaaaaah, throat, 1
tong, throat, 1
measurer, line, 1
clara, light, 2
ream, dream, 3
deen, dream, 1
bun, party, 1
ranking, loser, 1
porcelin, break, 2
light, fantastic, 1
francis, loser, 1
phosphorus, light, 3
drumming, line, 1
yippee, party, 2
suprise, verjaardag, 1
hammertime, party, 1
cheese, taste, 1
stepchild, loser, 1
slides, light, 1
rapture, break, 5
questioning, line, 1
mozzerella, cheese, 37
mba, loser, 1
comedic, break, 1
dream, happy, 1
nightwish, dream, 19
hmph, loser, 1
thirteenth, day, 2
pinatas, party, 4
planar, line, 1
sweetest, day, 5
ladel, cheese, 1
raining, day, 3
cake, theredbicyclecom, 1
evader, loser, 1
streamers, party, 18
