word1, word2, weight
pettigrew, cheese, 1
persnickety, cheese, 1
pixelated, cheese, 1
shirtless, party, 1
leg, break, 2
funhouse, party, 1
aspirations, dream, 1
caruso, line, 1
waveform, light, 1
faser, light, 1
blistered, sore, 1
hipster, loser, 1
grilling, cake, 1
whimsy, loser, 1
presenting, cheese, 1
savior, day, 1
thirteen, cake, 1
splinters, break, 1
swansea, loser, 1
unexpected, party, 2
rattler, dream, 1
circuits, break, 1
political, world, 1
bs, cheese, 1
scalpel, sore, 1
scarborough, light, 1
bluest, light, 1
partial, cake, 1
absolut, cheese, 1
fires, light, 1
thread, break, 1
splendid, day, 1
suprise, buttsecks, 1
flame, light, 1
meatwad, cheese, 1
quitting, loser, 1
fanciful, cake, 1
zep, line, 1
cutoff, line, 1
nightfall, dream, 1
saviors, cheese, 1
decrypt, break, 1
rinds, cheese, 1
winning, line, 1
regular, cheese, 1
spake, cake, 1
tangerines, dream, 1
waxy, cheese, 1
cake, walnut, 1
smashmouth, party, 1
picnic, spot, 1
spot, soft, 1
scar, sore, 1
pleasant, suprise, 1
slants, line, 1
kd, cheese, 1
invented, light, 1
candelabra, cheese, 1
showtime, party, 1
strangulation, throat, 1
guinevere, day, 1
throaty, sore, 1
interfering, light, 1
adam, cheese, 1
suprise, girlfriend, 1
hernia, sore, 1
booking, light, 1
arranging, party, 1
cloths, line, 1
souls, day, 1
bsdm, cake, 1
differs, light, 1
lipsync, cheese, 1
prophet, loser, 1
tarot, throat, 1
carnivals, party, 1
hooooo, suprise, 1
ascended, light, 1
bala, cottage, 1
narcolepsy, cheese, 1
corporate, party, 1
lines, line, 2
zebra, line, 1
que, party, 1
redecorate, cake, 1
transatlantic, line, 1
cottage, garden, 1
nightmares, dream, 6
party, sucks, 1
institutional, political, 1
chien, cheese, 1
syndication, dream, 1
oil, light, 1
jacuzzis, party, 1
tagged, break, 1
lauded, cheese, 1
ddd, day, 2
scheduled, break, 1
line, bar, 1
emitting, cheese, 1
todays, line, 1
suprise, suprised, 1
wranglers, cheese, 1
continual, break, 1
manacle, break, 1
trusted, loser, 1
redeemer, loser, 1
hr, day, 1
chimichanga, cheese, 1
meltdown, cheese, 2
line, lime, 3
toni, swiss, 1
district, line, 1
bandwagon, party, 1
champaign, party, 1
anal, cheese, 1
shaded, light, 1
groggy, throat, 1
cake, smoke, 1
los, loser, 1
dullest, light, 1
factories, cheese, 1
ceramics, break, 1
golly, day, 1
straighteners, line, 1
trot, line, 1
mindset, break, 1
ceremonies, party, 1
spotting, spot, 1
loser, dunce, 1
cognition, line, 1
diy, day, 1
chalice, cheese, 1
darkest, light, 1
pivot, cake, 1
daymare, dream, 1
feta, cottage, 1
leaderboard, loser, 1
expecting, dream, 1
subservience, loser, 1
canterbury, cheese, 1
preppies, cake, 1
yesteryear, day, 1
winners, party, 1
throwaway, line, 1
gamblers, loser, 1
dream, wave, 1
ass, cake, 1
sleaze, dream, 1
midwinter, party, 1
papercut, sore, 1
dippers, cheese, 1
harbour, light, 5
cheese, fat, 1
panini, cheese, 1
dressup, party, 1
centrum, party, 1
resurrection, light, 1
glimpse, light, 2
sore, fly, 1
decadent, cake, 3
prefect, day, 1
ontop, loser, 1
sandwitch, cheese, 1
parttime, loser, 1
dopehead, loser, 1
inflammatory, sore, 1
nul, light, 1
finite, day, 1
bluestone, light, 1
riverbank, cottage, 1
narrowminded, loser, 1
coolness, loser, 1
kei, cake, 1
creamed, cake, 1
analyze, dream, 1
jaded, sore, 1
openoffice, party, 1
devalue, break, 1
raisin, cake, 2
freetime, break, 1
socialists, political, 2
gulps, throat, 1
slacken, line, 1
unsupervised, party, 1
afterthought, dream, 1
shadowy, light, 1
globe, light, 2
bread, cheese, 1
comunism, loser, 1
lighten, light, 3
voting, political, 2
obrien, cheese, 1
break, continue, 1
attachment, break, 1
homophobic, loser, 1
slivers, cake, 1
fastest, light, 2
blindside, suprise, 1
swiss, barry, 1
buttmunch, suprise, 1
extra, light, 1
kickass, party, 1
discards, light, 1
spacy, dream, 1
lesion, sore, 1
gulp, throat, 4
funkadelic, party, 1
sardonic, loser, 1
proclamation, day, 1
ged, light, 1
tone, light, 1
brain, light, 1
chapstick, sore, 1
whooped, party, 1
first, day, 1
fencing, party, 1
denomination, party, 1
breakout, break, 1
rea, break, 1
uninvolved, swiss, 1
cannibals, party, 1
movie, dream, 1
cent, suprise, 1
cottage, lake, 2
firewood, cottage, 1
news, day, 1
sas, swiss, 1
longitude, line, 1
charts, line, 1
stupendous, cheese, 1
zahl, day, 1
piped, line, 1
continuation, line, 1
boundries, line, 1
periods, light, 1
bernese, swiss, 1
mexican, cheese, 1
deflected, light, 1
collide, day, 1
party, pool, 1
vespa, dream, 1
node, spot, 1
glowy, light, 1
snaps, party, 1
updown, cheese, 1
suing, loser, 1
day, date, 1
unforgettable, dream, 2
suprise, ahhh, 2
sportswear, line, 1
slushie, break, 1
pesto, cheese, 2
bartons, cottage, 1
flimsy, light, 2
bashers, party, 1
bordello, cheese, 1
sudafed, day, 1
pancakes, day, 1
escapist, dream, 1
overdosed, party, 1
selling, cheese, 1
cottage, green, 1
wight, light, 1
wet, day, 1
defenestrate, cheese, 1
equador, line, 1
bolt, light, 1
clamor, loser, 1
earndhart, loser, 1
suitor, loser, 1
lattice, cheese, 1
colds, sore, 1
hungover, cake, 1
bottles, break, 1
after, party, 2
dorm, party, 1
tiresome, day, 2
sign, line, 1
original, loser, 1
thai, cheese, 1
cake, flour, 1
dancing, party, 1
inspiration, light, 2
whitey, party, 1
chico, day, 1
vacations, spot, 1
reform, political, 1
dream, strange, 1
oracle, light, 1
statement, line, 1
occasional, party, 6
socialist, loser, 1
whining, cheese, 2
quo, line, 1
bedtime, dream, 2
blood, line, 1
kk, loser, 1
goad, day, 1
spot, clock, 1
horns, cheese, 1
loser, nerd, 1
line, dots, 1
troublemaker, loser, 1
ovens, light, 1
cavern, light, 1
dream, poop, 1
antics, party, 2
drill, cake, 1
mope, loser, 1
cottage, forrest, 1
cottage, bungalow, 1
coochie, cheese, 1
teenage, dream, 6
anarchist, party, 1
feeding, line, 1
weeks, day, 1
luscious, cake, 2
holey, swiss, 1
expected, loser, 1
great, day, 1
skyline, cheese, 1
cakes, cheese, 1
stank, cheese, 1
clean, light, 1
margarita, cheese, 1
freud, dream, 2
ruse, dream, 1
parry, party, 2
commitment, line, 1
ladders, break, 1
lester, loser, 1
pointless, line, 1
wigs, party, 2
suprise, buttsex, 2
unbearable, party, 1
floater, loser, 1
line, phone, 3
joins, party, 2
revelation, dream, 1
are, light, 1
break, finally, 1
lease, break, 3
misbehave, cheese, 1
flake, loser, 1
streak, break, 1
habits, break, 1
dream, travel, 1
archer, party, 1
break, tea, 1
glacier, cake, 1
ch, swiss, 1
splice, cake, 1
lands, line, 1
peep, line, 1
party, fail, 1
chair, break, 1
backpack, light, 1
sucky, loser, 6
eighteen, party, 1
concave, light, 1
lay, day, 1
from, cheese, 1
patches, spot, 1
holly, light, 1
tastey, cheese, 1
skateboard, break, 1
political, reform, 1
facade, party, 1
sexist, loser, 1
tulips, light, 1
quote, day, 1
bending, light, 1
sole, sore, 2
dream, aspire, 1
passive, light, 1
portal, cake, 3
samba, party, 1
suprise, me, 3
halitosis, throat, 1
cheer, cheese, 1
blink, light, 1
towel, day, 1
sparkles, light, 3
hindu, light, 1
impact, spot, 1
wizards, dream, 1
tough, break, 1
losing, dream, 1
beefcake, cake, 4
tummy, party, 1
impeach, break, 1
ribbons, party, 1
loser, fat, 1
bendy, break, 1
holey, cheese, 2
duty, line, 1
deal, break, 1
ajar, light, 1
awakening, day, 1
break, coffe, 1
jean, day, 2
dream, boobs, 1
swiss, boobs, 1
curb, line, 1
hostess, cake, 1
meets, party, 1
rockin, party, 1
vomit, party, 1
poison, cake, 1
fingernails, break, 1
dancers, light, 1
winnings, loser, 2
shattered, break, 3
goals, dream, 1
volt, light, 1
eater, dream, 1
throat, fuck, 4
german, cake, 1
fascism, political, 1
picture, cheese, 1
dream, sky, 1
hilarious, dream, 1
negros, day, 1
billie, loser, 1
incompetent, loser, 2
cake, cat, 1
airplanes, dream, 1
awesome, day, 1
easier, cake, 1
marshmellow, cheese, 1
makeup, day, 1
sore, butt, 2
sore, shoe, 1
levy, break, 2
suprise, suspense, 1
cake, lie, 6
birth, cake, 1
ambivalent, light, 1
abundant, cake, 1
wounded, sore, 1
saver, light, 2
lie, cake, 2
escort, party, 2
surge, sore, 1
paradox, cake, 1
buckle, cheese, 1
tenth, day, 2
cow, cheese, 1
hotty, day, 1
fatass, loser, 1
legacy, line, 1
toto, line, 1
slob, loser, 1
wiener, loser, 1
irregular, spot, 1
excessive, cheese, 1
lighten, day, 1
cartoon, party, 1
sleeper, light, 1
z, day, 1
occurance, day, 2
shimmer, light, 3
wobbly, line, 2
vacation, break, 2
vegas, party, 3
burg, cheese, 1
eew, cake, 1
literate, cheese, 1
weigh, light, 1
highlight, day, 4
woot, party, 1
political, asylum, 1
effect, light, 1
spot, line, 1
spot, line, 1
throat, ear, 1
yummie, cake, 5
off, line, 3
spine, break, 1
mile, day, 1
anyway, line, 1
larry, cheese, 1
shock, suprise, 3
flakes, dream, 1
started, party, 1
pixels, line, 1
winnings, party, 1
distance, cake, 1
arc, light, 2
picker, cheese, 1
hall, party, 1
mod, loser, 1
boost, light, 1
firefighter, dream, 1
dots, line, 1
knive, party, 2
lookout, light, 1
malibu, dream, 1
matchbox, light, 4
light, radiation, 1
buger, cheese, 1
farts, cake, 1
sunflower, light, 1
norwegian, swiss, 1
sweeden, cheese, 2
light, giver, 1
jovial, day, 1
reborn, light, 1
flange, cheese, 1
nose, throat, 1
crease, line, 1
mote, light, 1
wrist, sore, 1
wells, cheese, 1
line, equation, 1
mayonaise, cheese, 1
break, love, 1
enjoy, party, 1
loser, lnerd, 1
eatery, cake, 2
ponder, dream, 1
jake, break, 1
crazy, day, 1
party, threes, 1
anytime, day, 2
choked, throat, 5
lanes, line, 2
sewn, loser, 1
line, plane, 1
tops, party, 1
teams, dream, 1
turret, cake, 1
smelly, cheese, 2
brimstone, cheese, 1
fattening, cheese, 1
interupt, light, 1
fellatio, cheese, 1
mark, line, 2
repressed, dream, 1
sade, light, 2
weekend, cake, 1
almonds, cake, 2
hyphen, line, 3
focused, cheese, 1
sausages, party, 1
boring, day, 2
spacey, cake, 1
popular, party, 1
higher, break, 1
throat, lozenge, 2
beak, break, 2
dazzled, light, 5
hiccup, throat, 2
principles, break, 1
murmur, cake, 1
tattoo, loser, 1
lily, day, 1
guidance, light, 2
cake, eatable, 1
sappy, cake, 1
dazzle, light, 1
fractions, light, 1
capone, cheese, 1
cheese, stick, 1
starting, suprise, 1
perpetual, light, 1
degrading, cheese, 1
political, unique, 1
slacking, loser, 1
party, music, 2
mohawk, loser, 1
treatment, sore, 1
suite, cake, 1
gillette, throat, 1
chowder, cheese, 2
hungry, cake, 1
awaken, dream, 1
political, news, 1
duties, light, 1
windsor, sore, 1
taser, light, 1
ozone, cake, 1
light, attic, 1
arrange, party, 4
piano, dream, 1
glaze, dream, 1
items, dream, 1
library, dream, 1
maps, dream, 1
championship, loser, 1
stove, light, 1
insight, light, 1
mac, day, 1
chineese, cheese, 3
broad, line, 1
fisherman, loser, 1
magician, loser, 1
perm, loser, 1
cake, wlak, 1
judged, day, 1
butcher, cheese, 1
farmer, cheese, 1
faithless, loser, 1
loser, geek, 1
loser, creationism, 1
duff, cake, 1
comrades, party, 1
firework, light, 3
morality, cake, 1
irate, cake, 1
teenage, party, 1
cadaver, cheese, 1
liberals, party, 1
faithful, light, 1
sweeden, swiss, 2
dummies, cake, 1
flem, light, 1
melancholy, cheese, 1
ginger, break, 1
suprise, popy, 1
smokes, light, 1
arrangement, party, 1
breathing, throat, 1
tesla, light, 1
throat, spell, 1
marked, spot, 3
democratic, political, 1
scholar, party, 1
radical, party, 1
whoop, party, 1
seattle, cheese, 1
sliver, light, 1
political, president, 3
biggest, cake, 1
seedy, cake, 1
swallow, throat, 3
apron, cake, 1
hinder, break, 1
line, escape, 1
thus, day, 1
light, low, 1
cody, cheese, 1
worked, day, 1
deadbeat, party, 1
enchanted, dream, 1
lee, line, 1
welfare, loser, 1
busy, loser, 1
recline, line, 1
sore, ankle, 2
lengthy, line, 2
gadget, break, 2
sparkles, party, 1
inedible, cheese, 1
soulmate, light, 1
superficial, cake, 1
chum, day, 1
outward, light, 1
foursome, party, 1
capslock, light, 1
wasted, day, 1
kmart, cheese, 1
bitter, sore, 1
relax, dream, 1
throat, strep, 3
pack, day, 1
broomstick, break, 1
cheese, ser, 1
napping, dream, 1
fever, dream, 2
hairstyle, line, 1
gall, party, 1
bagels, cake, 1
cowbell, swiss, 1
shortcut, break, 1
tron, line, 1
satisfying, cake, 1
caeser, cheese, 1
bic, light, 1
repress, dream, 1
comatose, dream, 1
vomits, party, 1
meadow, dream, 1
bay, day, 1
centre, spot, 1
feelings, sore, 1
sore, apple, 1
remaining, light, 1
seventeen, party, 1
mit, light, 1
smells, cheese, 1
flem, throat, 4
honeymoon, cheese, 2
buisness, party, 2
loser, james, 1
meatballs, party, 1
skew, line, 2
vaseline, line, 1
shatter, party, 1
loser, crying, 1
throat, breathe, 1
camping, spot, 1
frolic, day, 1
maker, cake, 2
serum, cake, 1
tax, day, 4
outsider, loser, 2
spot, detect, 1
sudoku, loser, 1
censorship, sore, 1
mae, day, 1
exceptional, day, 1
placed, spot, 1
stinker, loser, 2
leo, light, 1
tx, light, 1
usual, spot, 1
launch, party, 2
sliced, cake, 1
earlier, day, 2
initial, day, 1
army, swiss, 2
grandmother, cake, 1
cling, light, 1
light, blind, 1
power, line, 1
ornate, cottage, 1
political, pancakes, 1
pickle, cheese, 2
political, strife, 1
cheese, grated, 1
faerie, dream, 1
herpes, spot, 1
offshore, party, 1
duvet, day, 3
tranquility, dream, 1
dysfunction, break, 1
swish, swiss, 1
sore, workout, 2
bathroom, light, 2
grenade, light, 1
cottage, wood, 1
norway, dream, 1
political, uci, 1
pumba, cheese, 1
slacker, line, 1
bosses, cake, 1
turbine, dream, 1
yee, party, 1
asunder, break, 2
clothe, light, 1
alcoholic, party, 1
disable, light, 1
player, loser, 1
icicle, break, 1
cowbell, cheese, 1
distract, dream, 1
lint, light, 1
fragment, break, 1
twenties, party, 1
hither, light, 1
dialect, light, 1
crusade, light, 1
thimble, cake, 1
greatness, loser, 1
wells, cake, 1
tight, line, 1
dolittle, loser, 1
india, day, 1
crispy, cheese, 1
day, dre, 1
suprise, excitement, 1
lemons, party, 1
defile, break, 2
cone, party, 1
phoney, light, 1
light, up, 1
punches, dream, 1
saves, day, 1
elegance, party, 1
symptom, spot, 1
cursive, line, 1
nicer, day, 2
awful, cake, 1
suprise, spy, 1
champagne, party, 1
foward, line, 2
bisto, cheese, 1
graduate, party, 1
media, day, 1
ahhhhh, throat, 1
teabag, party, 2
rapture, light, 1
camera, dream, 1
viewing, party, 5
wisp, light, 3
dream, mary, 1
party, rock, 1
coffin, throat, 1
negate, dream, 1
awake, light, 1
challenger, loser, 1
shards, break, 1
prompt, line, 1
novels, light, 1
spain, cheese, 1
blackpool, cheese, 1
tennis, cheese, 1
interesting, dream, 1
loser, crime, 1
gambling, loser, 1
sweat, cake, 1
divide, cake, 1
corner, spot, 1
uncomfortable, spot, 1
flan, cheese, 1
goof, loser, 1
wallflower, party, 1
severe, break, 1
sweetie, cake, 1
soon, party, 1
lucas, light, 1
fringe, party, 1
to, day, 1
insult, party, 1
celeb, loser, 1
conduct, line, 1
chaos, light, 1
chafe, party, 1
ailment, sore, 1
cig, light, 1
political, bad, 2
track, line, 1
party, western, 1
buttsecks, suprise, 2
lacrosse, break, 1
second, loser, 1
throat, ij, 1
smelt, cheese, 1
nosey, loser, 1
political, necessary, 1
waves, break, 1
mmmmm, cake, 1
spirit, day, 1
unlawful, break, 1
fornicate, break, 1
intricate, party, 1
thai, break, 1
fjord, break, 1
raid, party, 2
yams, party, 1
rows, line, 1
enrage, dream, 1
cp, day, 1
sprinkles, light, 1
slump, day, 1
naval, throat, 1
danced, party, 3
unwelcome, party, 2
patsy, party, 1
hawaiian, cheese, 1
gotcha, suprise, 1
castrate, break, 1
light, candle, 2
diner, dream, 1
barley, political, 1
spot, specl, 1
sore, anus, 1
swiss, chard, 2
grandma, cake, 1
throat, esophogas, 1
hopeful, light, 3
unrealistic, dream, 6
dee, day, 2
hyperbole, line, 1
line, mango, 1
secretive, suprise, 1
infertile, loser, 2
wishes, dream, 61
basher, break, 2
mecca, party, 1
savor, cake, 2
gum, line, 1
usual, day, 5
evening, party, 1
dances, party, 2
gratis, cheese, 2
yay, party, 2
demolition, day, 1
doggy, day, 3
hopeful, dream, 4
wishes, cake, 11
megatron, loser, 2
baggage, line, 1
virgin, loser, 2
two, line, 1
nails, break, 3
terrifying, dream, 1
prick, spot, 1
casey, cheese, 1
slowed, sore, 1
flour, break, 1
slowed, break, 4
dame, day, 1
wonderwoman, dream, 2
evening, light, 1
ymca, party, 1
dykes, break, 2
kite, cheese, 2
kite, light, 3
brooklyn, day, 1
entered, break, 1
megatron, party, 1
glitter, party, 1
savor, cheese, 2
flour, cheese, 1
brooklyn, cheese, 1
nails, cheese, 1
kit, line, 1
political, arena, 1
cheesy, line, 3
meal, day, 1
throwing, party, 1
pissy, day, 2
greeks, cheese, 1
evolved, day, 1
inter, party, 1
inspiring, dream, 3
gray, line, 1
innocent, party, 1
pink, party, 1
lightly, day, 1
inter, dream, 1
address, line, 1
peg, loser, 1
dazzled, cake, 1
premier, line, 1
zoe, cheese, 1
masturbating, cheese, 1
flour, day, 1
basher, sore, 1
connecting, line, 2
buzzword, light, 1
baggage, light, 3
spitfire, light, 2
kite, line, 1
aha, light, 2
eeew, sore, 1
roster, party, 1
sucky, light, 1
savor, day, 1
dent, spot, 1
brooklyn, spot, 1
comply, cheese, 1
perkins, cake, 2
ridicule, loser, 1
sucked, day, 1
savor, light, 2
sucky, sore, 1
pottery, break, 3
grudge, cheese, 1
cardinals, spot, 1
megatron, light, 1
kite, dream, 1
imac, break, 1
comply, loser, 1
trio, dream, 1
hardship, break, 1
brit, light, 1
checker, cheese, 2
yay, day, 2
agenda, day, 1
lazy, line, 1
illogical, day, 1
committee, party, 1
jack, cheese, 1
brothel, party, 1
module, dream, 1
sucked, loser, 1
basher, loser, 1
slowed, loser, 1
premier, day, 1
peachy, day, 1
finished, line, 2
neverending, light, 1
asthma, throat, 1
meal, light, 1
eros, sore, 2
theme, party, 3
parsley, cheese, 2
ingredients, cake, 6
bearing, light, 1
encore, cheese, 1
doughnut, cheese, 1
wafer, cake, 1
manchester, cheese, 1
extrovert, party, 1
balloon, light, 1
edible, cake, 2
tripping, day, 1
appreciation, cake, 1
doper, loser, 2
stuffy, cake, 1
spot, there, 1
line, heroin, 1
panty, party, 2
model, dream, 1
lightbulb, break, 1
romero, cheese, 1
handles, dream, 1
daydreaming, dream, 1
spot, place, 1
tiki, party, 1
draft, day, 1
or, sore, 1
ethereal, light, 2
photographer, line, 1
strawberry, cake, 2
pool, light, 1
guzzle, throat, 1
takes, break, 1
libby, day, 1
bea, line, 1
flaccid, dream, 1
suprise, motherfucker, 1
doomed, loser, 1
champion, loser, 1
madeline, cake, 1
jars, break, 1
bon, day, 1
indifference, political, 1
abstinence, loser, 1
whim, dream, 1
innovation, light, 1
radar, light, 3
blueberry, cake, 1
aweful, dream, 1
ram, break, 1
nato, cheese, 1
suger, cake, 1
fps, light, 1
climate, political, 1
hazzard, light, 4
line, one, 1
marrage, dream, 1
dancers, break, 2
california, dream, 1
poison, party, 1
hoho, cake, 1
curved, line, 5
dose, dream, 1
cowardly, loser, 1
retardation, party, 1
cheese, blue, 1
break, foalerzy, 1
liner, cake, 1
dresses, party, 1
political, labour, 1
fortnight, day, 1
th, day, 1
connections, break, 1
disabled, break, 1
cabin, cottage, 1
lengthen, day, 1
electronics, light, 2
necks, break, 1
irate, party, 1
vine, line, 1
measurements, line, 1
ine, line, 8
everyday, day, 1
beef, cheese, 1
rub, sore, 1
stacked, cake, 1
wanting, dream, 1
blanket, party, 2
overjoyed, cheese, 1
clouds, day, 1
brightness, day, 1
video, dream, 1
contradiction, cheese, 1
danish, cake, 1
powder, cake, 1
light, out, 1
dio, day, 5
bigger, loser, 1
throat, vore, 1
drunks, loser, 1
base, line, 1
orbs, light, 4
harbor, light, 1
wrecked, break, 1
splits, sore, 1
obstruct, break, 1
butter, cake, 2
campfire, light, 2
arseholes, loser, 1
depressed, loser, 1
invent, light, 2
fanfare, party, 2
agility, light, 2
network, party, 1
cottage, future, 1
jamaican, party, 2
jeffrey, cake, 1
cake, pound, 1
arab, party, 1
owch, sore, 2
joshua, loser, 1
separation, break, 1
emergency, break, 1
ignorant, political, 1
chalkboard, cheese, 1
heavily, light, 4
serious, light, 1
bozo, loser, 1
motivated, dream, 1
kingly, party, 1
line, walker, 1
price, line, 1
line, clothes, 1
clare, light, 1
day, good, 1
break, boobs, 1
day, thanksgiving, 1
whoa, suprise, 1
conservative, political, 2
puncture, break, 1
light, year, 1
cig, break, 1
allie, light, 1
positions, political, 1
graft, cheese, 1
rawr, loser, 1
final, day, 1
mislead, light, 1
waiting, cake, 1
line, utility, 1
fluids, cheese, 1
airs, light, 1
charley, day, 1
browns, cake, 2
rattle, cottage, 1
looker, cheese, 1
dishwasher, dream, 1
ribbon, cake, 1
dimple, spot, 2
aaron, line, 1
strict, line, 1
actually, dream, 1
worries, cheese, 1
battered, cake, 2
loveable, loser, 1
corpse, party, 7
revolt, break, 1
pisser, loser, 1
bile, throat, 1
weakling, dream, 1
partial, break, 1
barred, cheese, 1
throbbing, throat, 2
swiss, swatch, 1
watches, swiss, 2
policy, political, 1
next, day, 2
years, day, 1
construction, day, 1
dream, big, 2
light, brown, 1
working, day, 1
exaggerate, loser, 1
spliff, spot, 1
aorta, throat, 2
roma, loser, 1
throat, thyroid, 1
stopping, light, 2
cottage, countryside, 1
break, communication, 1
homey, cottage, 1
party, bomb, 1
baloney, party, 1
intern, day, 1
imprisoned, break, 1
scarey, dream, 1
cupcake, party, 1
bait, line, 1
political, prisoner, 1
appendix, sore, 1
areas, cheese, 1
erie, light, 1
gasoline, light, 1
shocks, light, 1
kansas, cheese, 2
volatile, break, 1
yummm, cake, 2
cake, fat, 1
loser, scrub, 1
pi, day, 1
suprise, present, 4
interesting, day, 1
drinks, party, 3
wwe, day, 1
political, gridlock, 1
jam, party, 1
kindling, light, 1
brighton, light, 1
faire, light, 1
political, game, 1
masks, party, 1
squares, line, 1
ruled, line, 1
injure, sore, 1
cocksucker, loser, 1
interested, party, 3
cook, line, 1
artisan, cheese, 5
light, caster, 1
trademark, swiss, 1
phrase, political, 1
waffle, cheese, 1
alcoholics, party, 2
forest, cake, 1
involved, party, 1
leg, day, 3
baloon, party, 2
nigh, day, 2
line, blue, 1
shocking, suprise, 1
poos, cheese, 1
cupcake, cheese, 1
break, ball, 1
sliver, cake, 1
cottage, hillside, 1
sore, knee, 2
blod, spot, 1
break, ruin, 1
laught, dream, 1
obligation, party, 1
defence, line, 1
flavor, day, 1
signed, line, 1
welfare, party, 1
day, three, 1
hype, party, 1
spa, line, 1
nightly, party, 1
hunk, cheese, 2
loser, lame, 1
interupt, break, 1
discworld, party, 2
suns, spot, 1
closing, line, 1
representative, party, 2
zzzzzz, dream, 1
cottage, cosy, 1
cheese, chuck, 1
rigid, break, 1
political, sphere, 1
cheeze, cake, 2
nerds, loser, 1
political, activist, 3
haute, cheese, 1
cottage, peace, 1
fairytale, dream, 1
boating, party, 1
away, dream, 1
connor, day, 1
roflcopter, loser, 1
sores, throat, 3
day, dag, 1
groupie, party, 1
sublime, cake, 1
sore, toe, 1
dream, moon, 1
johnny, spot, 1
headaches, sore, 1
ruckus, party, 2
bald, spot, 1
passed, line, 1
throat, swollen, 1
peel, break, 1
clients, dream, 1
diaries, dream, 1
injured, break, 1
pursue, dream, 3
belive, dream, 1
sparkle, cake, 1
rulers, line, 2
douchebags, loser, 1
crusty, cake, 2
tarmac, cheese, 1
tract, line, 2
rest, day, 2
police, light, 1
bratwurst, cake, 1
bleep, light, 1
yech, cake, 1
loser, player, 1
political, lie, 1
hf, light, 1
tort, cake, 2
mucus, throat, 2
venue, party, 1
camp, day, 3
eatable, cake, 3
procedure, light, 1
tard, cake, 1
reveal, suprise, 1
decoration, light, 1
tubes, light, 1
embarrassing, day, 1
liquer, party, 1
liquor, party, 1
lear, line, 1
chip, cake, 1
martini, break, 1
employees, break, 1
lump, light, 1
asea, cheese, 1
delightful, light, 1
ly, cheese, 1
daydream, day, 1
cheese, spread, 1
bolts, light, 1
nocturnal, day, 3
bye, break, 1
opium, day, 1
trippy, day, 1
crumpet, cheese, 1
midwest, cheese, 1
caesar, cheese, 1
club, cheese, 1
when, day, 1
chilly, cheese, 1
galore, party, 3
cottage, village, 2
mocha, cake, 1
shin, break, 1
vampires, day, 1
colorful, day, 1
retirement, dream, 1
ache, throat, 1
rigid, line, 1
cheats, loser, 1
fuckyou, loser, 1
sore, unsettled, 1
line, road, 1
adjacent, light, 1
unaware, light, 1
victory, day, 1
companies, party, 1
pitbull, party, 1
fiber, light, 1
smell, cheese, 1
fingerprint, spot, 2
apple, cake, 1
day, birth, 1
gorgeous, day, 2
cheese, curds, 2
bully, loser, 1
unravel, break, 1
events, day, 2
want, cake, 1
nudes, party, 1
toenail, break, 1
knuckles, break, 1
fish, line, 1
standing, line, 1
continued, line, 1
ideal, dream, 2
geez, cheese, 3
strippers, party, 2
dreadful, dream, 1
sake, break, 1
guild, party, 1
fade, light, 1
sore, pus, 1
soft, light, 1
psycho, party, 1
scabs, sore, 3
l, light, 1
party, quee, 1
feminism, political, 1
frustrating, day, 1
loves, cake, 2
hijack, break, 1
refuse, cake, 1
brawl, party, 1
usable, break, 1
denies, party, 1
torment, break, 1
acne, break, 1
statements, political, 1
ruined, party, 1
costa, light, 1
paintball, sore, 1
awaken, light, 1
throat, tonsils, 1
accidental, break, 1
creamy, cheese, 2
blowhard, cake, 2
enron, sore, 1
chisel, break, 1
wallmart, loser, 1
whacked, sore, 1
goon, light, 1
desert, cake, 3
cottage, thatch, 1
shoulders, day, 1
twists, cheese, 1
pop, break, 1
line, baseball, 1
sepia, light, 1
peices, cake, 3
lunatic, light, 1
opaque, light, 1
day, nite, 1
bonds, break, 2
political, morons, 1
clink, light, 1
clarity, cheese, 1
pleasurable, cake, 1
tear, cake, 1
component, cake, 1
loiter, loser, 1
involve, party, 1
corny, line, 1
highlight, light, 2
yoohoo, party, 1
detox, cake, 1
awake, day, 1
nip, cheese, 1
continuous, line, 4
entire, day, 2
realize, suprise, 1
break, cofee, 1
goatse, cheese, 3
case, cake, 1
day, sunlight, 1
cheese, yello, 1
cuddle, party, 1
one, day, 1
goodnight, dream, 1
landing, spot, 1
advocate, political, 1
typing, cake, 1
excuse, loser, 1
ruined, day, 2
motorway, line, 1
swill, cheese, 1
texan, dream, 1
ferry, cheese, 1
fifth, day, 1
geese, cheese, 1
sense, cheese, 1
salt, cake, 1
bruised, sore, 2
flood, light, 1
delicate, light, 2
cloths, cheese, 1
tshirt, party, 1
receiving, line, 1
cellular, light, 1
disneyland, dream, 1
daze, day, 1
compton, cheese, 1
republicans, party, 3
flase, light, 1
suprise, egg, 1
pate, cake, 1
line, polyline, 1
unbearable, break, 1
folded, light, 1
cheese, pizza, 3
lucky, day, 1
loser, trump, 1
shades, light, 1
monarchy, cheese, 1
crocket, day, 1
jagged, line, 1
miracle, dream, 2
dime, light, 1
blind, spot, 1
right, light, 1
chafe, sore, 1
strips, line, 1
rasberry, cake, 1
tunnel, cake, 1
sunrise, day, 1
quad, party, 1
bobo, sore, 1
shop, day, 1
porn, loser, 1
blog, loser, 1
